date,base_rate,Alcoholic beverages and tobacco,Clothing and footwear,Communication,Education,Food and non-alcoholic beverages,"Furnishings, household equipment and routine household maintenance",Health,"Housing, water, electricity and other fuels",Miscellaneous goods and services,Recreation and culture,Restaurants and hotels,Transport,Total item,Domestic Economic Situation,Expectations of Domestic Economic Situation,Expectations of Employment Situation,Expectations of Household Debt,Expectations of Household Saving,Expectations of Housing Prices,Expectations of Interest Rates,Expectations of Living Standard of Household,Expectations of Wages,Living Standard of Household,Present Debt of Household,Present Saving of Household,Composite Consumer Sentiment Index,Bank of Korea -   Domestic Currency,Bank of Korea -   Domestic Market,Bank of Korea -   Foreign Currency,Bank of Korea -   Foreign Market,Bank of Korea -   Short Term,Bank of Korea - Currency,Bank of Korea - Market of Issuance,Central Government -   Domestic Currency,Central Government -   Domestic Market,Central Government -   Foreign Currency,Central Government -   Foreign Market,Central Government -   Short Term,Central Government - Currency,Central Government - Market of Issuance,Depository Corporations -   Domestic Currency,Depository Corporations -   Domestic Market,Depository Corporations -   Foreign Currency,Depository Corporations -   Foreign Market,Depository Corporations -   Short Term,Depository Corporations - Currency,Depository Corporations - Market of Issuance,Insurance Corporations and Pension Funds -   Domestic Currency,Insurance Corporations and Pension Funds -   Domestic Market,Insurance Corporations and Pension Funds -   Foreign Currency,Insurance Corporations and Pension Funds -   Foreign Market,Insurance Corporations and Pension Funds -   Short Term,Insurance Corporations and Pension Funds - Currency,Insurance Corporations and Pension Funds - Market of Issuance,Financial Corporations -   Domestic Currency,Financial Corporations -   Domestic Market,Financial Corporations -   Foreign Currency,Financial Corporations -   Foreign Market,Financial Corporations -   Short Term,Financial Corporations - Currency,Financial Corporations - Market of Issuance,General Government -   Domestic Currency,General Government -   Domestic Market,General Government -   Foreign Currency,General Government -   Foreign Market,General Government -   Short Term,General Government - Currency,General Government - Market of Issuance,Won per China Yuan Renminbi (Close),Won per China Yuan Renminbi (Higt),Won per China Yuan Renminbi (Low),Won per China Yuan Renminbi (Open),Won per Japan Yen(quoted by KEB Hana Bank),Won per United States Dollar (Close 02:00),Won per United States Dollar (Close 15:30),Won per United States Dollar (High),Won per United States Dollar (Low),Won per United States Dollar (Open),Education,Final consumption expenditure of non-profit institutions serving households,Health,Others,Recreation and culture,Social protection,Accommodation and food services,"Arts, sports and recreation",Basic metals,Building repair,Business support services,Chemicals and chemical products,Coke and refined petroleum products,Communication,"Computer, electronic and optical products",Electrical equipment,Fabricated metal products,"Food, beverages products",Machinery and equipment,Non-metallic mineral products,Non-residential building construction,"Other manufacturing, repair and installation of machinery and equipment","Professional, scientific and technical services","Publishing, broadcasting, motion picture, video and television programme production, and information service",Residential building construction,Textile and leather products,Transportation equipment,Wholesale and retail trade,"Wood and paper products, printing and reproduction of recorded media",Building construction and repair,Business activities,Civil engineering,Cultural and other services,Education,Electricity,Finance and insurance,"Gas, steam and air conditioning supply",Human health and social work,Information and communication,Manufacturing,"Public administration, defence and social security",Real estate,Transportation and storage,"Water supply, sewerage, waste management and remediation activities","Wholesale and retail trade, accommodation and food services","Agriculture, forestry and fishing",Construction,"Electricity, gas and water supply",Gross domestic product at market prices(GDP),Gross national income(GNI),"Mining, quarrying and Manufacturing",Net factor income from the rest of the world,Services,Apartment(Seoul),All Groups(Seoul),Apartment,Detached Dwelling,Row House,All Groups,domestic_equity,domestic_fixed_income,global_equity,global_fixed_income,Trading Value KRX KTB,Trading Value Total,Trading Volume KRX KTB,Trading Volume Total,KOSDAQ_Index(Avg.),KOSDAQ_Index(End of),KOSDAQ_Market Capitalization,KOSDAQ_No.of Listed Companies,KOSDAQ_No.of Listed Issues,KOSDAQ_No.of Listed Shares,KOSDAQ_Trading Value,KOSDAQ_Trading Value (Daily Arg.),KOSDAQ_Trading Volume,KOSDAQ_Trading Volume (Daily Arg.),KOSDAQ_Turn-over ratio over listed stock,KOSPI_Dividend yield ratio,KOSPI_Index(Avg.),KOSPI_Index(End Of),KOSPI_Market Capitalization,KOSPI_No. of Listed Shares,KOSPI_No.of Listed Companies,KOSPI_No.of Listed Issues,KOSPI_Price Earnings Ratio,KOSPI_Trading Value,KOSPI_Trading Value (Daily Arg.),KOSPI_Trading Volume,KOSPI_Trading Volume (Daily Arg.),KOSPI_Turn-over ratio over listed stock,Corporation tax,Income tax,Direct tax,Indirect tax,Defense surtax,Education surtax,Transport tax,Total local tax,Total national tax,Total tax revenue,Households,(Goods) F.O.B. basis,(Services),Government,(less) Imports of goods and services,Expenditure on GDP,Exports of goods and services,Final consumption expenditure,govt_debt_total,govt_debt_domestic,govt_debt_foreign,govt_debt_fx,govt_debt_short,bank_absorption,institutional_absorption,bok_holdings,govt_debt_to_gdp
2020-05-01,0.5,0.3,0.9,-0.9,-2.7,2.7,0.5,2.0,0.6,1.5,-1.2,0.8,-6.8,-0.2,36.0,67.0,63.0,100.0,88.0,96.0,82.0,85.0,104.0,79.0,102.0,86.0,78.4,3184.0,3184.0,0.0,0.0,4816.0,3184.0,3184.0,29822.0,29822.0,0.0,0.0,-2046.0,29822.0,29822.0,14559.0,14559.0,764.0,764.0,19619.0,15323.0,15323.0,189.0,189.0,0.0,0.0,0.0,189.0,189.0,20868.0,20878.0,2079.0,2068.0,16510.0,22946.0,22946.0,31518.0,31518.0,0.0,0.0,-2046.0,31518.0,31518.0,172.59894736842105,172.8121052631579,172.26736842105262,172.48210526315788,1147.2731578947366,0.0,1230.057894736842,1232.2526315789473,1226.7736842105264,1229.3105263157895,1187.8,10000.2,468.5,3387.9,244.5,4711.6,10715.8,4334.3,6848.0,1754.9,16507.4,21656.3,704.4,5523.9,37243.5,7821.9,8436.8,6458.3,12067.3,2963.3,8593.0,3143.3,21647.0,16654.2,8958.3,3926.6,13313.6,41906.5,3412.2,19306.2,38154.4,8497.9,11059.5,22724.3,5916.5,26992.5,1542.4,25942.4,22178.1,127995.5,31921.5,40270.2,16388.2,3324.7,52622.3,7527.5,27804.1,10783.6,503976.5,507627.9,128419.0,3651.4,288253.5,77.388,81.326,77.117,94.124,88.428,81.382,19.966666666666665,38.0,24.400000000000002,5.833333333333334,154001702910000.0,164639231713986.0,152319100000000.0,163109192453000.0,695.3,713.68,262489491150.0,1409.0,1412.0,40908691998.0,195058400501.0,10266231605.0,31031536107.0,1633238742.0,75.71,2.15,1965.17,2029.6,1363450451367.0,55008701941.0,796.0,913.0,19.62,189189354133.0,9957334428.0,16206496902.0,852973521.0,29.5,604742.3333333334,1001099.0,1725030.6666666667,884112.0,2.3333333333333335,48300.333333333336,148247.33333333334,1056320.0,3050568.6666666665,4106888.6666666665,234633.1,259716.1,51915.8,87098.6,152447.6,503976.5,159184.3,332048.8,29822.0,29822.0,0.0,0.0,-2046.0,14559.0,189.0,3184.0,0.059173393997537585
2020-06-01,0.5,0.1,0.8,-0.2,-2.7,4.1,0.4,2.1,0.7,1.9,-0.3,0.8,-5.5,0.2,44.0,70.0,65.0,99.0,91.0,112.0,82.0,87.0,105.0,84.0,102.0,88.0,82.7,3184.0,3184.0,0.0,0.0,4816.0,3184.0,3184.0,29822.0,29822.0,0.0,0.0,-2046.0,29822.0,29822.0,14559.0,14559.0,764.0,764.0,19619.0,15323.0,15323.0,189.0,189.0,0.0,0.0,0.0,189.0,189.0,20868.0,20878.0,2079.0,2068.0,16510.0,22946.0,22946.0,31518.0,31518.0,0.0,0.0,-2046.0,31518.0,31518.0,170.5090909090909,170.92545454545456,170.20545454545456,170.63590909090908,1122.5727272727272,0.0,1207.8318181818179,1211.8818181818183,1204.8590909090908,1208.8454545454547,1187.8,10000.2,468.5,3387.9,244.5,4711.6,10715.8,4334.3,6848.0,1754.9,16507.4,21656.3,704.4,5523.9,37243.5,7821.9,8436.8,6458.3,12067.3,2963.3,8593.0,3143.3,21647.0,16654.2,8958.3,3926.6,13313.6,41906.5,3412.2,19306.2,38154.4,8497.9,11059.5,22724.3,5916.5,26992.5,1542.4,25942.4,22178.1,127995.5,31921.5,40270.2,16388.2,3324.7,52622.3,7527.5,27804.1,10783.6,503976.5,507627.9,128419.0,3651.4,288253.5,77.788,81.755,77.489,94.471,88.871,81.776,19.65833333333333,37.725,24.725,5.941666666666667,201942342963000.0,209144266381107.0,200887200000000.0,208165114571000.0,743.57,737.97,273285565081.0,1413.0,1416.0,41228550049.0,241026142742.0,10955733761.0,30963159463.0,1407416339.0,75.33,2.06,2134.7,2108.33,1418860741475.0,55067321497.0,793.0,910.0,24.18,287641978233.0,13074635374.0,19863704134.0,902895642.0,36.1,617144.9166666666,1018602.0,1758795.3333333333,890469.75,2.4166666666666665,48642.666666666664,150464.41666666666,1065278.0,3099345.3333333335,4164623.3333333335,234633.1,259716.1,51915.8,87098.6,152447.6,503976.5,159184.3,332048.8,29822.0,29822.0,0.0,0.0,-2046.0,14559.0,189.0,3184.0,0.059173393997537585
2020-07-01,0.5,0.1,1.2,0.1,-2.6,5.6,-0.4,1.3,-0.1,2.0,-1.4,0.8,-2.9,0.4,49.0,70.0,65.0,100.0,91.0,125.0,88.0,87.0,110.0,85.0,102.0,88.0,85.1,-2142.0,-2142.0,0.0,0.0,-4456.0,-2142.0,-2142.0,26397.0,26397.0,1712.0,1712.0,-6247.0,28110.0,28110.0,11399.0,11364.0,3277.0,3313.0,3247.0,14676.0,14676.0,9.0,365.0,709.0,352.0,0.0,718.0,718.0,21119.0,21442.0,6360.0,6037.0,-1802.0,27479.0,27479.0,26497.0,26497.0,1712.0,1712.0,-6247.0,28209.0,28209.0,170.9930434782609,171.1695652173913,170.69,170.84565217391304,1122.7986956521738,0.0,1198.8565217391304,1201.1652173913044,1195.9173913043478,1198.1260869565217,1159.6,10609.8,352.2,3321.6,277.8,5498.5,10499.3,4924.4,7122.5,1871.4,17095.5,22717.9,664.4,5512.9,37848.7,8090.9,8913.2,7007.5,12278.2,3135.9,8491.9,3140.9,22455.7,16613.7,9211.0,4557.4,14473.9,43677.3,3555.3,19574.4,39551.3,7878.5,11603.3,22535.5,6764.4,27934.7,1205.8,26819.8,22126.7,133506.6,32595.5,40854.9,16731.9,3384.1,54176.6,8626.8,27452.9,11354.3,518844.7,521817.7,133923.5,2973.0,294930.1,79.452,82.943,78.35,94.665,89.326,82.495,19.35,37.45,25.05,6.050000000000001,203220442768000.0,222797746732350.0,202169800000000.0,221961868879000.0,781.02,815.3,303951763087.0,1422.0,1425.0,41419738298.0,248959195183.0,10824312834.0,31615918347.0,1374605146.0,76.58,1.92,2195.95,2249.37,1526798727990.0,54728344276.0,791.0,908.0,26.04,299769080813.0,13033438296.0,18866786790.0,820295078.0,34.62,629547.5,1036105.0,1792560.0,896827.5,2.5,48985.0,152681.5,1074236.0,3148122.0,4222358.0,238204.3,285288.6,51788.2,87754.2,157590.6,518844.7,179486.2,336274.0,28109.0,26397.0,1712.0,1712.0,-6247.0,11364.0,365.0,-2142.0,0.05417613401466759
2020-08-01,0.5,0.0,1.1,-0.3,-2.6,7.4,0.2,1.2,0.1,2.0,-1.8,0.8,-2.7,0.8,54.0,75.0,72.0,99.0,92.0,125.0,90.0,89.0,111.0,85.0,101.0,90.0,89.1,-2142.0,-2142.0,0.0,0.0,-4456.0,-2142.0,-2142.0,26397.0,26397.0,1712.0,1712.0,-6247.0,28110.0,28110.0,11399.0,11364.0,3277.0,3313.0,3247.0,14676.0,14676.0,9.0,365.0,709.0,352.0,0.0,718.0,718.0,21119.0,21442.0,6360.0,6037.0,-1802.0,27479.0,27479.0,26497.0,26497.0,1712.0,1712.0,-6247.0,28209.0,28209.0,171.2835,171.4635,171.054,171.227,1119.2904999999998,0.0,1186.2549999999997,1188.6200000000001,1184.6699999999998,1186.61,1159.6,10609.8,352.2,3321.6,277.8,5498.5,10499.3,4924.4,7122.5,1871.4,17095.5,22717.9,664.4,5512.9,37848.7,8090.9,8913.2,7007.5,12278.2,3135.9,8491.9,3140.9,22455.7,16613.7,9211.0,4557.4,14473.9,43677.3,3555.3,19574.4,39551.3,7878.5,11603.3,22535.5,6764.4,27934.7,1205.8,26819.8,22126.7,133506.6,32595.5,40854.9,16731.9,3384.1,54176.6,8626.8,27452.9,11354.3,518844.7,521817.7,133923.5,2973.0,294930.1,81.083,84.189,79.08,94.888,89.821,83.137,19.041666666666664,37.175,25.375,6.158333333333333,154222345368000.0,165773050358018.0,153360900000000.0,165030172531000.0,835.29,848.24,322427182130.0,1429.0,1432.0,41802295780.0,296123447310.0,14806172366.0,34867205972.0,1743360299.0,83.69,1.85,2349.87,2326.17,1581099787410.0,55288841507.0,795.0,912.0,26.7,323948886479.0,16197444324.0,17643123574.0,882156179.0,32.05,641950.0833333334,1053608.0,1826324.6666666667,903185.25,2.583333333333333,49327.333333333336,154898.58333333334,1083194.0,3196898.6666666665,4280092.666666667,238204.3,285288.6,51788.2,87754.2,157590.6,518844.7,179486.2,336274.0,28109.0,26397.0,1712.0,1712.0,-6247.0,11364.0,365.0,-2142.0,0.05417613401466759
2020-09-01,0.5,-0.1,1.1,-0.7,-1.1,7.7,0.1,0.7,0.1,2.7,-1.4,1.2,-3.5,0.9,42.0,66.0,60.0,101.0,89.0,117.0,89.0,85.0,105.0,81.0,103.0,87.0,80.3,-2142.0,-2142.0,0.0,0.0,-4456.0,-2142.0,-2142.0,26397.0,26397.0,1712.0,1712.0,-6247.0,28110.0,28110.0,11399.0,11364.0,3277.0,3313.0,3247.0,14676.0,14676.0,9.0,365.0,709.0,352.0,0.0,718.0,718.0,21119.0,21442.0,6360.0,6037.0,-1802.0,27479.0,27479.0,26497.0,26497.0,1712.0,1712.0,-6247.0,28209.0,28209.0,172.8095238095238,173.1052380952381,172.67142857142858,172.93523809523808,1115.2999999999997,0.0,1177.652380952381,1180.4809523809522,1176.157142857143,1178.6190476190477,1159.6,10609.8,352.2,3321.6,277.8,5498.5,10499.3,4924.4,7122.5,1871.4,17095.5,22717.9,664.4,5512.9,37848.7,8090.9,8913.2,7007.5,12278.2,3135.9,8491.9,3140.9,22455.7,16613.7,9211.0,4557.4,14473.9,43677.3,3555.3,19574.4,39551.3,7878.5,11603.3,22535.5,6764.4,27934.7,1205.8,26819.8,22126.7,133506.6,32595.5,40854.9,16731.9,3384.1,54176.6,8626.8,27452.9,11354.3,518844.7,521817.7,133923.5,2973.0,294930.1,82.701,85.383,79.878,95.051,90.217,83.798,18.733333333333334,36.9,25.7,6.266666666666667,194189945132000.0,215189546821482.0,194004600000000.0,215332556635000.0,865.53,848.15,328737556832.0,1439.0,1442.0,42111558737.0,299799576570.0,14276170313.0,42817505462.0,2038928832.0,102.0,1.85,2371.52,2327.89,1584465079442.0,55239961773.0,796.0,914.0,27.79,298108591925.0,14195647235.0,19606896975.0,933661761.0,35.44,654352.6666666666,1071111.0,1860089.3333333333,909543.0,2.6666666666666665,49669.666666666664,157115.66666666666,1092152.0,3245675.3333333335,4337827.333333333,238204.3,285288.6,51788.2,87754.2,157590.6,518844.7,179486.2,336274.0,28109.0,26397.0,1712.0,1712.0,-6247.0,11364.0,365.0,-2142.0,0.05417613401466759
2020-10-01,0.5,-0.1,0.9,-14.1,-1.3,7.5,-0.1,1.0,0.2,1.9,-1.4,1.2,-4.4,0.1,58.0,83.0,75.0,100.0,92.0,122.0,95.0,91.0,109.0,86.0,103.0,89.0,92.6,-7518.0,-7518.0,0.0,0.0,-2456.0,-7518.0,-7518.0,7798.0,7798.0,0.0,0.0,-8028.0,7798.0,7798.0,2832.0,2832.0,-444.0,-444.0,2310.0,2387.0,2387.0,-311.0,-296.0,-6.0,-22.0,0.0,-317.0,-317.0,7871.0,7880.0,-455.0,-464.0,5542.0,7416.0,7416.0,8998.0,8998.0,0.0,0.0,-8028.0,8998.0,8998.0,170.3205263157895,170.64368421052632,170.16684210526316,170.4578947368421,1085.993157894737,0.0,1141.9315789473683,1145.4421052631576,1140.236842105263,1143.9315789473683,1001.1,10054.8,245.4,2794.6,203.6,5810.0,9823.1,4941.8,7692.1,2010.4,16785.3,23653.7,856.3,5542.8,37476.5,8313.3,8943.9,7333.2,12533.9,3223.6,8503.6,3197.6,23318.3,17270.1,8936.5,4369.7,15423.5,44782.4,3625.5,19450.6,40103.6,7861.0,11621.8,22901.5,7181.4,28518.0,1406.4,27023.4,22812.9,136642.8,33428.0,40750.2,17255.2,3490.1,54605.5,8280.1,27311.6,12078.0,525913.6,531691.2,137104.4,5777.6,299020.3,83.317,86.178,80.338,95.663,91.071,84.359,18.425,36.625,26.025,6.375,151561504076000.0,163730960940127.0,151495300000000.0,163869183754000.0,832.64,792.65,309289392480.0,1445.0,1448.0,42188421891.0,193498279762.0,10184119987.0,36610555415.0,1926871338.0,86.84,1.89,2357.82,2267.15,1553004436321.0,55634206539.0,797.0,915.0,27.23,206093511871.0,10847026941.0,15705576987.0,826609315.0,28.28,666755.25,1088614.0,1893854.0,915900.75,2.75,50012.0,159332.75,1101110.0,3294452.0,4395562.0,236447.6,286625.9,53923.8,88280.8,156806.8,525913.6,183742.9,335239.7,7798.0,7798.0,0.0,0.0,-8028.0,2832.0,-296.0,-7518.0,0.014827530605787719
2020-11-01,0.5,0.0,0.4,-1.5,-1.2,6.6,0.4,0.9,0.1,2.1,-0.2,1.0,-4.4,0.6,72.0,91.0,82.0,99.0,95.0,130.0,97.0,94.0,111.0,89.0,102.0,92.0,99.0,-7518.0,-7518.0,0.0,0.0,-2456.0,-7518.0,-7518.0,7798.0,7798.0,0.0,0.0,-8028.0,7798.0,7798.0,2832.0,2832.0,-444.0,-444.0,2310.0,2387.0,2387.0,-311.0,-296.0,-6.0,-22.0,0.0,-317.0,-317.0,7871.0,7880.0,-455.0,-464.0,5542.0,7416.0,7416.0,8998.0,8998.0,0.0,0.0,-8028.0,8998.0,8998.0,168.93571428571428,169.28761904761905,168.7304761904762,169.0557142857143,1068.4261904761904,0.0,1115.204761904762,1118.5857142857142,1112.7809523809524,1115.8333333333333,1001.1,10054.8,245.4,2794.6,203.6,5810.0,9823.1,4941.8,7692.1,2010.4,16785.3,23653.7,856.3,5542.8,37476.5,8313.3,8943.9,7333.2,12533.9,3223.6,8503.6,3197.6,23318.3,17270.1,8936.5,4369.7,15423.5,44782.4,3625.5,19450.6,40103.6,7861.0,11621.8,22901.5,7181.4,28518.0,1406.4,27023.4,22812.9,136642.8,33428.0,40750.2,17255.2,3490.1,54605.5,8280.1,27311.6,12078.0,525913.6,531691.2,137104.4,5777.6,299020.3,84.6,87.613,81.553,96.384,92.475,85.568,18.116666666666667,36.349999999999994,26.35,6.483333333333333,177547617804000.0,193594053225807.0,177809100000000.0,194199165160000.0,850.78,886.11,349878362037.0,1451.0,1454.0,42753817674.0,258496704025.0,12309366858.0,41798996883.0,1990428423.0,98.48,1.65,2504.18,2591.34,1779635399547.0,56024758709.0,799.0,917.0,31.17,320234746626.0,15249273649.0,24377964949.0,1160855474.0,43.7,679157.8333333334,1106117.0,1927618.6666666665,922258.5,2.833333333333333,50354.333333333336,161549.83333333334,1110068.0,3343228.6666666665,4453296.666666667,236447.6,286625.9,53923.8,88280.8,156806.8,525913.6,183742.9,335239.7,7798.0,7798.0,0.0,0.0,-8028.0,2832.0,-296.0,-7518.0,0.014827530605787719
2020-12-01,0.5,-0.1,0.4,-0.6,-1.2,5.8,0.2,0.7,0.1,1.9,0.5,1.1,-3.9,0.6,56.0,81.0,74.0,101.0,93.0,132.0,99.0,89.0,109.0,86.0,103.0,89.0,90.8,-7518.0,-7518.0,0.0,0.0,-2456.0,-7518.0,-7518.0,7798.0,7798.0,0.0,0.0,-8028.0,7798.0,7798.0,2832.0,2832.0,-444.0,-444.0,2310.0,2387.0,2387.0,-311.0,-296.0,-6.0,-22.0,0.0,-317.0,-317.0,7871.0,7880.0,-455.0,-464.0,5542.0,7416.0,7416.0,8998.0,8998.0,0.0,0.0,-8028.0,8998.0,8998.0,160.015,160.3409090909091,159.87954545454545,160.11772727272728,1006.1299999999999,0.0,1044.7545454545455,1047.7954545454543,1042.459090909091,1045.6863636363635,1001.1,10054.8,245.4,2794.6,203.6,5810.0,9823.1,4941.8,7692.1,2010.4,16785.3,23653.7,856.3,5542.8,37476.5,8313.3,8943.9,7333.2,12533.9,3223.6,8503.6,3197.6,23318.3,17270.1,8936.5,4369.7,15423.5,44782.4,3625.5,19450.6,40103.6,7861.0,11621.8,22901.5,7181.4,28518.0,1406.4,27023.4,22812.9,136642.8,33428.0,40750.2,17255.2,3490.1,54605.5,8280.1,27311.6,12078.0,525913.6,531691.2,137104.4,5777.6,299020.3,85.713,88.701,82.949,96.915,93.204,86.735,17.808333333333334,36.074999999999996,26.675,6.591666666666667,123353799475000.0,130646551727231.0,123966100000000.0,131419476209000.0,928.02,968.42,385582620024.0,1468.0,1471.0,43416084386.0,324196919602.0,15437948552.0,43369629148.0,2065220436.0,100.79,1.48,2755.77,2873.47,1980543161609.0,56609043184.0,800.0,917.0,29.47,382179110336.0,18199005254.0,24561049328.0,1169573778.0,43.66,691560.4166666667,1123620.0,1961383.3333333333,928616.25,2.9166666666666665,50696.666666666664,163766.91666666666,1119026.0,3392005.333333333,4511031.333333333,236447.6,286625.9,53923.8,88280.8,156806.8,525913.6,183742.9,335239.7,7798.0,7798.0,0.0,0.0,-8028.0,2832.0,-296.0,-7518.0,0.014827530605787719
2021-01-01,0.5,0.0,0.6,-1.5,0.4,6.4,1.6,-0.2,0.2,2.0,0.0,1.1,-3.1,0.9,56.0,89.0,80.0,100.0,94.0,130.0,102.0,93.0,112.0,86.0,103.0,92.0,95.2,-2029.0,-2029.0,0.0,0.0,-1740.0,-2029.0,-2029.0,54111.0,54111.0,0.0,0.0,13270.0,54111.0,54111.0,1679.0,1679.0,2132.0,2132.0,2063.0,3810.0,3810.0,-71.0,-86.0,-6.0,10.0,0.0,-77.0,-77.0,5914.0,5894.0,1716.0,1736.0,5189.0,7630.0,7630.0,54144.0,54144.0,0.0,0.0,13270.0,54145.0,54145.0,169.929,170.1915,169.57649999999998,169.732,1059.7704999999999,0.0,1099.03,1101.865,1096.2050000000002,1098.3350000000003,1218.3,10893.5,218.9,3574.8,245.9,5635.6,9753.6,5330.6,8175.5,2038.6,16450.2,23946.0,2756.2,5561.0,38972.5,8326.9,9216.4,7020.0,12728.7,3053.5,8890.7,3301.2,23964.1,19123.0,8693.9,4142.6,15451.1,44783.6,3620.0,19623.2,40414.3,8136.0,12070.1,23660.8,6447.6,29906.1,1440.6,27301.6,24684.1,140710.5,33596.3,40701.3,18391.8,3566.7,54537.2,9113.4,27759.2,11454.8,537774.8,542064.6,141146.7,4289.8,305263.7,87.087,89.828,84.208,97.28,93.776,87.767,17.5,35.8,27.0,6.7,124647583631000.0,131567631951993.0,125769600000000.0,132839443207000.0,975.31,928.73,373691858148.0,1473.0,1476.0,44080968506.0,312372887207.0,15618644360.0,41834310229.0,2091715511.0,95.6,1.43,3089.27,2976.21,2051302353271.0,56669739224.0,801.0,919.0,30.59,529556443855.0,26477822193.0,26093976278.0,1304698814.0,46.04,703963.0,1141123.0,1995148.0,934974.0,3.0,51039.0,165984.0,1127984.0,3440782.0,4568766.0,239968.1,312959.6,59120.9,90375.7,171620.7,537774.8,200459.7,340781.6,54111.0,54111.0,0.0,0.0,13270.0,1679.0,-86.0,-2029.0,0.10062018525226543
2021-02-01,0.5,0.0,0.5,-1.4,0.3,9.3,0.5,-0.1,0.1,1.6,0.2,1.4,-2.4,1.4,63.0,90.0,80.0,99.0,94.0,129.0,104.0,94.0,112.0,87.0,102.0,92.0,97.4,-2029.0,-2029.0,0.0,0.0,-1740.0,-2029.0,-2029.0,54111.0,54111.0,0.0,0.0,13270.0,54111.0,54111.0,1679.0,1679.0,2132.0,2132.0,2063.0,3810.0,3810.0,-71.0,-86.0,-6.0,10.0,0.0,-77.0,-77.0,5914.0,5894.0,1716.0,1736.0,5189.0,7630.0,7630.0,54144.0,54144.0,0.0,0.0,13270.0,54145.0,54145.0,172.39222222222222,172.69611111111112,172.08166666666665,172.37722222222223,1055.5605555555555,0.0,1112.3055555555557,1115.0555555555557,1109.4222222222222,1112.15,1218.3,10893.5,218.9,3574.8,245.9,5635.6,9753.6,5330.6,8175.5,2038.6,16450.2,23946.0,2756.2,5561.0,38972.5,8326.9,9216.4,7020.0,12728.7,3053.5,8890.7,3301.2,23964.1,19123.0,8693.9,4142.6,15451.1,44783.6,3620.0,19623.2,40414.3,8136.0,12070.1,23660.8,6447.6,29906.1,1440.6,27301.6,24684.1,140710.5,33596.3,40701.3,18391.8,3566.7,54537.2,9113.4,27759.2,11454.8,537774.8,542064.6,141146.7,4289.8,305263.7,88.48,90.856,85.688,97.662,94.48,88.962,17.216666666666665,35.724999999999994,27.008333333333333,6.733333333333333,146333668731000.0,152960716105137.0,148245300000000.0,155018442761000.0,956.98,913.94,371466543251.0,1483.0,1486.0,44437647535.0,238928056657.0,13273780925.0,52412164894.0,2911786939.0,118.34,1.41,3092.41,3012.95,2079822287071.0,56862057213.0,803.0,921.0,30.98,343717593913.0,19095421884.0,30029597466.0,1668310970.0,52.85,731608.0833333334,1153319.9166666667,2034646.5,941238.0,3.5,50656.166666666664,161415.66666666666,1132794.25,3483999.5833333335,4616793.833333333,239968.1,312959.6,59120.9,90375.7,171620.7,537774.8,200459.7,340781.6,54111.0,54111.0,0.0,0.0,13270.0,1679.0,-86.0,-2029.0,0.10062018525226543
2021-03-01,0.5,0.0,0.5,-1.3,0.7,7.9,0.2,0.0,0.5,1.9,0.4,1.9,2.1,1.9,72.0,93.0,84.0,99.0,95.0,124.0,114.0,95.0,112.0,89.0,104.0,93.0,100.6,-2029.0,-2029.0,0.0,0.0,-1740.0,-2029.0,-2029.0,54111.0,54111.0,0.0,0.0,13270.0,54111.0,54111.0,1679.0,1679.0,2132.0,2132.0,2063.0,3810.0,3810.0,-71.0,-86.0,-6.0,10.0,0.0,-77.0,-77.0,5914.0,5894.0,1716.0,1736.0,5189.0,7630.0,7630.0,54144.0,54144.0,0.0,0.0,13270.0,54145.0,54145.0,173.60045454545454,173.99045454545455,173.40363636363637,173.71045454545455,1040.0227272727273,0.0,1131.0590909090909,1134.159090909091,1128.5727272727272,1131.1136363636363,1218.3,10893.5,218.9,3574.8,245.9,5635.6,9753.6,5330.6,8175.5,2038.6,16450.2,23946.0,2756.2,5561.0,38972.5,8326.9,9216.4,7020.0,12728.7,3053.5,8890.7,3301.2,23964.1,19123.0,8693.9,4142.6,15451.1,44783.6,3620.0,19623.2,40414.3,8136.0,12070.1,23660.8,6447.6,29906.1,1440.6,27301.6,24684.1,140710.5,33596.3,40701.3,18391.8,3566.7,54537.2,9113.4,27759.2,11454.8,537774.8,542064.6,141146.7,4289.8,305263.7,89.658,91.732,87.171,98.011,95.105,90.135,16.933333333333334,35.65,27.016666666666666,6.766666666666667,157767836761000.0,165752026683220.0,160947300000000.0,169169826113000.0,935.33,956.17,388147690314.0,1493.0,1496.0,44770799509.0,243005856825.0,11045720765.0,53840290669.0,2447285940.0,120.55,1.38,3032.47,3061.42,2133373184071.0,57433422392.0,805.0,923.0,31.67,332939741955.0,15133624634.0,27901981044.0,1268271866.0,48.88,759253.1666666666,1165516.8333333333,2074145.0,947502.0,4.0,50273.333333333336,156847.33333333334,1137604.5,3527217.1666666665,4664821.666666667,239968.1,312959.6,59120.9,90375.7,171620.7,537774.8,200459.7,340781.6,54111.0,54111.0,0.0,0.0,13270.0,1679.0,-86.0,-2029.0,0.10062018525226543
