date,base_rate,Alcoholic beverages and tobacco,Clothing and footwear,Communication,Education,Food and non-alcoholic beverages,"Furnishings, household equipment and routine household maintenance",Health,"Housing, water, electricity and other fuels",Miscellaneous goods and services,Recreation and culture,Restaurants and hotels,Transport,Total item,Domestic Economic Situation,Expectations of Domestic Economic Situation,Expectations of Employment Situation,Expectations of Household Debt,Expectations of Household Saving,Expectations of Housing Prices,Expectations of Interest Rates,Expectations of Living Standard of Household,Expectations of Wages,Living Standard of Household,Present Debt of Household,Present Saving of Household,Composite Consumer Sentiment Index,Bank of Korea -   Domestic Currency,Bank of Korea -   Domestic Market,Bank of Korea -   Foreign Currency,Bank of Korea -   Foreign Market,Bank of Korea -   Short Term,Bank of Korea - Currency,Bank of Korea - Market of Issuance,Central Government -   Domestic Currency,Central Government -   Domestic Market,Central Government -   Foreign Currency,Central Government -   Foreign Market,Central Government -   Short Term,Central Government - Currency,Central Government - Market of Issuance,Depository Corporations -   Domestic Currency,Depository Corporations -   Domestic Market,Depository Corporations -   Foreign Currency,Depository Corporations -   Foreign Market,Depository Corporations -   Short Term,Depository Corporations - Currency,Depository Corporations - Market of Issuance,Insurance Corporations and Pension Funds -   Domestic Currency,Insurance Corporations and Pension Funds -   Domestic Market,Insurance Corporations and Pension Funds -   Foreign Currency,Insurance Corporations and Pension Funds -   Foreign Market,Insurance Corporations and Pension Funds -   Short Term,Insurance Corporations and Pension Funds - Currency,Insurance Corporations and Pension Funds - Market of Issuance,Financial Corporations -   Domestic Currency,Financial Corporations -   Domestic Market,Financial Corporations -   Foreign Currency,Financial Corporations -   Foreign Market,Financial Corporations -   Short Term,Financial Corporations - Currency,Financial Corporations - Market of Issuance,General Government -   Domestic Currency,General Government -   Domestic Market,General Government -   Foreign Currency,General Government -   Foreign Market,General Government -   Short Term,General Government - Currency,General Government - Market of Issuance,Won per China Yuan Renminbi (Close),Won per China Yuan Renminbi (Higt),Won per China Yuan Renminbi (Low),Won per China Yuan Renminbi (Open),Won per Japan Yen(quoted by KEB Hana Bank),Won per United States Dollar (Close 02:00),Won per United States Dollar (Close 15:30),Won per United States Dollar (High),Won per United States Dollar (Low),Won per United States Dollar (Open),Education,Final consumption expenditure of non-profit institutions serving households,Health,Others,Recreation and culture,Social protection,Accommodation and food services,"Arts, sports and recreation",Basic metals,Building repair,Business support services,Chemicals and chemical products,Coke and refined petroleum products,Communication,"Computer, electronic and optical products",Electrical equipment,Fabricated metal products,"Food, beverages products",Machinery and equipment,Non-metallic mineral products,Non-residential building construction,"Other manufacturing, repair and installation of machinery and equipment","Professional, scientific and technical services","Publishing, broadcasting, motion picture, video and television programme production, and information service",Residential building construction,Textile and leather products,Transportation equipment,Wholesale and retail trade,"Wood and paper products, printing and reproduction of recorded media",Building construction and repair,Business activities,Civil engineering,Cultural and other services,Education,Electricity,Finance and insurance,"Gas, steam and air conditioning supply",Human health and social work,Information and communication,Manufacturing,"Public administration, defence and social security",Real estate,Transportation and storage,"Water supply, sewerage, waste management and remediation activities","Wholesale and retail trade, accommodation and food services","Agriculture, forestry and fishing",Construction,"Electricity, gas and water supply",Gross domestic product at market prices(GDP),Gross national income(GNI),"Mining, quarrying and Manufacturing",Net factor income from the rest of the world,Services,Apartment(Seoul),All Groups(Seoul),Apartment,Detached Dwelling,Row House,All Groups,domestic_equity,domestic_fixed_income,global_equity,global_fixed_income,Trading Value KRX KTB,Trading Value Total,Trading Volume KRX KTB,Trading Volume Total,KOSDAQ_Index(Avg.),KOSDAQ_Index(End of),KOSDAQ_Market Capitalization,KOSDAQ_No.of Listed Companies,KOSDAQ_No.of Listed Issues,KOSDAQ_No.of Listed Shares,KOSDAQ_Trading Value,KOSDAQ_Trading Value (Daily Arg.),KOSDAQ_Trading Volume,KOSDAQ_Trading Volume (Daily Arg.),KOSDAQ_Turn-over ratio over listed stock,KOSPI_Dividend yield ratio,KOSPI_Index(Avg.),KOSPI_Index(End Of),KOSPI_Market Capitalization,KOSPI_No. of Listed Shares,KOSPI_No.of Listed Companies,KOSPI_No.of Listed Issues,KOSPI_Price Earnings Ratio,KOSPI_Trading Value,KOSPI_Trading Value (Daily Arg.),KOSPI_Trading Volume,KOSPI_Trading Volume (Daily Arg.),KOSPI_Turn-over ratio over listed stock,Corporation tax,Income tax,Direct tax,Indirect tax,Defense surtax,Education surtax,Transport tax,Total local tax,Total national tax,Total tax revenue,Households,(Goods) F.O.B. basis,(Services),Government,(less) Imports of goods and services,Expenditure on GDP,Exports of goods and services,Final consumption expenditure,govt_debt_total,govt_debt_domestic,govt_debt_foreign,govt_debt_fx,govt_debt_short,bank_absorption,institutional_absorption,bok_holdings,govt_debt_to_gdp
2021-04-01,0.5,0.6,0.8,-1.9,0.8,7.9,0.3,-0.3,0.6,2.7,0.7,2.4,6.5,2.5,77.0,94.0,86.0,101.0,97.0,122.0,112.0,96.0,113.0,92.0,103.0,94.0,102.5,-3022.0,-3022.0,0.0,0.0,2785.0,-3022.0,-3022.0,31202.0,31202.0,0.0,0.0,-6486.0,31202.0,31202.0,3980.0,3980.0,2680.0,2680.0,-2551.0,6660.0,6660.0,1935.0,1940.0,9.0,4.0,0.0,1944.0,1944.0,27082.0,27093.0,4939.0,4928.0,3366.0,32021.0,32021.0,31679.0,31679.0,0.0,0.0,-6486.0,31679.0,31679.0,171.39454545454544,171.67,171.12545454545455,171.43863636363636,1025.1331818181818,0.0,1118.3181818181818,1120.7999999999997,1115.8772727272726,1118.4999999999998,970.2,10323.7,164.7,3504.5,326.2,5358.1,11132.5,5499.9,10177.9,2156.5,16871.9,23685.4,2298.1,5587.1,41272.5,8209.2,9548.7,6854.0,12337.8,2924.7,9182.9,3069.3,24495.1,20144.9,8787.2,3965.4,14097.6,45016.1,3714.8,20126.6,41367.0,8182.5,12256.5,24069.4,5269.4,30484.8,1697.8,28111.0,25732.0,142155.3,34586.1,40932.5,19781.0,3534.4,56148.6,9255.3,28309.2,10501.6,550886.2,562779.5,142623.9,11893.4,313468.8,90.512,92.407,88.417,98.164,95.536,91.091,16.65,35.574999999999996,27.025,6.8,151365114305000.0,158478306907134.0,153960000000000.0,161337498482000.0,1001.79,983.45,405736743777.0,1496.0,1499.0,45602253016.0,273972868677.0,12453312213.0,55494855511.0,2522493432.0,122.29,1.34,3165.08,3147.86,2196644814286.0,58092236863.0,804.0,922.0,32.6,346210093031.0,15736822410.0,31066511618.0,1412114164.0,53.72,786898.25,1177713.75,2113643.5,953766.0,4.5,49890.5,152279.0,1142414.75,3570434.75,4712849.5,251087.2,336965.7,66266.5,94039.5,193759.6,550886.2,209472.5,355746.5,31202.0,31202.0,0.0,0.0,-6486.0,3980.0,1940.0,-3022.0,0.05663964717213828
2021-05-01,0.5,0.5,0.4,-2.3,0.9,6.8,0.8,-0.5,1.2,2.5,0.5,2.3,9.0,2.6,85.0,99.0,92.0,98.0,97.0,124.0,118.0,97.0,114.0,93.0,103.0,95.0,105.7,-3022.0,-3022.0,0.0,0.0,2785.0,-3022.0,-3022.0,31202.0,31202.0,0.0,0.0,-6486.0,31202.0,31202.0,3980.0,3980.0,2680.0,2680.0,-2551.0,6660.0,6660.0,1935.0,1940.0,9.0,4.0,0.0,1944.0,1944.0,27082.0,27093.0,4939.0,4928.0,3366.0,32021.0,32021.0,31679.0,31679.0,0.0,0.0,-6486.0,31679.0,31679.0,174.72578947368422,174.95631578947368,174.4742105263158,174.66315789473683,1029.0205263157895,0.0,1123.3947368421052,1125.8526315789475,1121.0,1123.1842105263158,970.2,10323.7,164.7,3504.5,326.2,5358.1,11132.5,5499.9,10177.9,2156.5,16871.9,23685.4,2298.1,5587.1,41272.5,8209.2,9548.7,6854.0,12337.8,2924.7,9182.9,3069.3,24495.1,20144.9,8787.2,3965.4,14097.6,45016.1,3714.8,20126.6,41367.0,8182.5,12256.5,24069.4,5269.4,30484.8,1697.8,28111.0,25732.0,142155.3,34586.1,40932.5,19781.0,3534.4,56148.6,9255.3,28309.2,10501.6,550886.2,562779.5,142623.9,11893.4,313468.8,91.424,93.144,89.526,98.438,95.982,91.964,16.366666666666667,35.5,27.033333333333335,6.833333333333333,121096053334000.0,128013313028624.0,123514000000000.0,130711900155000.0,969.08,981.78,408938575016.0,1505.0,1508.0,44601940926.0,178785643974.0,9409770735.0,29315277167.0,1542909325.0,64.81,1.79,3169.2,3203.92,2240204442358.0,58423341777.0,808.0,927.0,26.69,303551521072.0,15976395846.0,18790315271.0,988963962.0,32.26,814543.3333333334,1189910.6666666667,2153142.0,960030.0,5.0,49507.666666666664,147710.66666666666,1147225.0,3613652.3333333335,4760877.333333333,251087.2,336965.7,66266.5,94039.5,193759.6,550886.2,209472.5,355746.5,31202.0,31202.0,0.0,0.0,-6486.0,3980.0,1940.0,-3022.0,0.05663964717213828
2021-06-01,0.5,0.6,0.4,-2.9,0.9,6.0,1.3,-1.0,1.3,2.0,0.1,2.4,8.1,2.3,94.0,109.0,103.0,99.0,98.0,127.0,124.0,99.0,117.0,93.0,102.0,95.0,111.1,-3022.0,-3022.0,0.0,0.0,2785.0,-3022.0,-3022.0,31202.0,31202.0,0.0,0.0,-6486.0,31202.0,31202.0,3980.0,3980.0,2680.0,2680.0,-2551.0,6660.0,6660.0,1935.0,1940.0,9.0,4.0,0.0,1944.0,1944.0,27082.0,27093.0,4939.0,4928.0,3366.0,32021.0,32021.0,31679.0,31679.0,0.0,0.0,-6486.0,31679.0,31679.0,174.61727272727273,174.875,174.43636363636364,174.6840909090909,1019.1290909090908,0.0,1121.990909090909,1124.2363636363639,1120.1045454545454,1122.359090909091,970.2,10323.7,164.7,3504.5,326.2,5358.1,11132.5,5499.9,10177.9,2156.5,16871.9,23685.4,2298.1,5587.1,41272.5,8209.2,9548.7,6854.0,12337.8,2924.7,9182.9,3069.3,24495.1,20144.9,8787.2,3965.4,14097.6,45016.1,3714.8,20126.6,41367.0,8182.5,12256.5,24069.4,5269.4,30484.8,1697.8,28111.0,25732.0,142155.3,34586.1,40932.5,19781.0,3534.4,56148.6,9255.3,28309.2,10501.6,550886.2,562779.5,142623.9,11893.4,313468.8,92.941,94.084,91.218,98.465,96.189,93.169,16.083333333333332,35.425,27.041666666666668,6.866666666666666,128407210780000.0,135963814005649.0,130601500000000.0,138457327618000.0,1000.92,1029.96,430852268750.0,1506.0,1509.0,44840078048.0,229893489880.0,10449704085.0,38255495973.0,1738886181.0,85.77,1.73,3259.14,3296.68,2307579219298.0,58686076275.0,808.0,927.0,18.38,372849547291.0,16947706695.0,35354542874.0,1607024676.0,60.45,842188.4166666666,1202107.5833333333,2192640.5,966294.0,5.5,49124.833333333336,143142.33333333334,1152035.25,3656869.9166666665,4808905.166666667,251087.2,336965.7,66266.5,94039.5,193759.6,550886.2,209472.5,355746.5,31202.0,31202.0,0.0,0.0,-6486.0,3980.0,1940.0,-3022.0,0.05663964717213828
2021-07-01,0.5,0.6,0.1,-2.8,0.9,5.6,2.2,0.1,2.4,1.9,0.5,2.8,7.5,2.6,82.0,92.0,87.0,100.0,97.0,129.0,126.0,96.0,118.0,91.0,103.0,94.0,103.6,-3218.0,-3218.0,0.0,0.0,-3483.0,-3218.0,-3218.0,16569.0,16569.0,0.0,0.0,-6881.0,16569.0,16569.0,6599.0,6651.0,-1351.0,-1403.0,7735.0,5248.0,5248.0,743.0,726.0,-5.0,12.0,0.0,738.0,738.0,22066.0,22089.0,-69.0,-92.0,10090.0,21997.0,21997.0,18127.0,18127.0,0.0,0.0,-6881.0,18127.0,18127.0,176.76636363636365,176.98454545454544,176.45909090909092,176.69727272727275,1038.5395454545458,0.0,1145.140909090909,1147.240909090909,1142.490909090909,1144.7954545454545,1041.8,11130.1,124.5,3526.3,285.4,6152.1,11077.0,5606.1,11783.8,2240.2,17115.0,25561.3,4704.9,5703.4,44968.1,8047.1,9731.6,6747.4,12205.1,2922.9,9360.8,2927.1,24675.2,20157.8,9271.4,4019.8,12583.2,46009.0,3828.8,20872.4,41790.2,7675.1,12235.4,24378.2,3750.0,31190.9,1437.5,29231.8,25861.3,150031.1,35362.5,40699.4,20610.8,3440.0,57086.0,9363.0,28547.5,8627.4,562050.8,564411.0,150511.5,2360.2,318446.5,94.133,95.029,92.604,98.822,96.755,94.256,15.8,35.349999999999994,27.05,6.9,120904556352000.0,128091348407005.0,122130900000000.0,129605643951000.0,1043.29,1031.14,431002824833.0,1505.0,1508.0,45157976282.0,275517588044.0,12523526729.0,35922635554.0,1632847071.0,79.92,1.78,3254.57,3202.32,2252545492371.0,59040742998.0,810.0,929.0,17.85,303914648353.0,13814302198.0,22117057112.0,1005320778.0,37.58,869833.5,1214304.5,2232139.0,972558.0,6.0,48742.0,138574.0,1156845.5,3700087.5,4856933.0,252447.9,356811.3,70584.5,95969.0,204243.5,562050.8,223152.3,359206.5,16569.0,16569.0,0.0,0.0,-6881.0,6651.0,726.0,-3218.0,0.029479541706906205
2021-08-01,0.75,0.7,0.1,-2.8,0.9,4.3,2.2,0.2,2.4,2.2,0.5,3.0,8.1,2.6,77.0,90.0,86.0,99.0,96.0,129.0,126.0,96.0,119.0,91.0,102.0,94.0,102.9,-3218.0,-3218.0,0.0,0.0,-3483.0,-3218.0,-3218.0,16569.0,16569.0,0.0,0.0,-6881.0,16569.0,16569.0,6599.0,6651.0,-1351.0,-1403.0,7735.0,5248.0,5248.0,743.0,726.0,-5.0,12.0,0.0,738.0,738.0,22066.0,22089.0,-69.0,-92.0,10090.0,21997.0,21997.0,18127.0,18127.0,0.0,0.0,-6881.0,18127.0,18127.0,179.24190476190475,179.58428571428573,178.88190476190476,178.8061904761905,1056.9309523809522,0.0,1161.095238095238,1164.2190476190476,1157.652380952381,1160.7523809523811,1041.8,11130.1,124.5,3526.3,285.4,6152.1,11077.0,5606.1,11783.8,2240.2,17115.0,25561.3,4704.9,5703.4,44968.1,8047.1,9731.6,6747.4,12205.1,2922.9,9360.8,2927.1,24675.2,20157.8,9271.4,4019.8,12583.2,46009.0,3828.8,20872.4,41790.2,7675.1,12235.4,24378.2,3750.0,31190.9,1437.5,29231.8,25861.3,150031.1,35362.5,40699.4,20610.8,3440.0,57086.0,9363.0,28547.5,8627.4,562050.8,564411.0,150511.5,2360.2,318446.5,95.633,96.163,94.441,99.043,97.545,95.666,15.516666666666666,35.275,27.058333333333334,6.933333333333334,110464826130000.0,117276827624158.0,111073200000000.0,118145016561000.0,1029.98,1038.33,438022823463.0,1507.0,1510.0,45633120188.0,250559577293.0,11931408443.0,27013485798.0,1286356467.0,59.47,1.73,3182.5,3199.27,2309062612930.0,59972891258.0,816.0,935.0,18.2,325958243309.0,15521821110.0,13800929905.0,657187138.0,23.12,897478.5833333333,1226501.4166666667,2271637.5,978822.0,6.5,48359.166666666664,134005.66666666666,1161655.75,3743305.0833333335,4904960.833333333,252447.9,356811.3,70584.5,95969.0,204243.5,562050.8,223152.3,359206.5,16569.0,16569.0,0.0,0.0,-6881.0,6651.0,726.0,-3218.0,0.029479541706906205
2021-09-01,0.75,0.7,0.1,-2.7,1.1,2.9,3.1,0.4,2.3,1.2,0.6,3.2,8.2,2.4,78.0,94.0,88.0,99.0,96.0,128.0,134.0,96.0,117.0,91.0,102.0,94.0,104.2,-3218.0,-3218.0,0.0,0.0,-3483.0,-3218.0,-3218.0,16569.0,16569.0,0.0,0.0,-6881.0,16569.0,16569.0,6599.0,6651.0,-1351.0,-1403.0,7735.0,5248.0,5248.0,743.0,726.0,-5.0,12.0,0.0,738.0,738.0,22066.0,22089.0,-69.0,-92.0,10090.0,21997.0,21997.0,18127.0,18127.0,0.0,0.0,-6881.0,18127.0,18127.0,181.32263157894738,181.70105263157893,181.0478947368421,181.3557894736842,1061.544736842105,0.0,1170.4263157894736,1173.473684210526,1167.7947368421053,1170.3736842105263,1041.8,11130.1,124.5,3526.3,285.4,6152.1,11077.0,5606.1,11783.8,2240.2,17115.0,25561.3,4704.9,5703.4,44968.1,8047.1,9731.6,6747.4,12205.1,2922.9,9360.8,2927.1,24675.2,20157.8,9271.4,4019.8,12583.2,46009.0,3828.8,20872.4,41790.2,7675.1,12235.4,24378.2,3750.0,31190.9,1437.5,29231.8,25861.3,150031.1,35362.5,40699.4,20610.8,3440.0,57086.0,9363.0,28547.5,8627.4,562050.8,564411.0,150511.5,2360.2,318446.5,97.252,97.624,96.299,99.414,98.392,97.123,15.233333333333333,35.199999999999996,27.066666666666666,6.966666666666667,96590177732000.0,102776806892955.0,97505800000000.0,103972895307000.0,1035.89,1003.27,425618382401.0,1512.0,1515.0,45807245590.0,206864836834.0,10887622991.0,24515301071.0,1290279004.0,53.66,1.79,3141.7,3068.82,2231957338379.0,60456235769.0,819.0,938.0,14.72,267165925096.0,14061364479.0,14269522234.0,751027486.0,23.67,925123.6666666666,1238698.3333333333,2311136.0,985086.0,7.0,47976.333333333336,129437.33333333334,1166466.0,3786522.6666666665,4952988.666666667,252447.9,356811.3,70584.5,95969.0,204243.5,562050.8,223152.3,359206.5,16569.0,16569.0,0.0,0.0,-6881.0,6651.0,726.0,-3218.0,0.029479541706906205
2021-10-01,0.75,0.5,0.3,12.1,1.1,1.8,2.9,0.0,2.6,2.1,0.3,3.4,10.4,3.2,80.0,96.0,94.0,100.0,97.0,125.0,133.0,98.0,117.0,92.0,103.0,93.0,107.4,-10772.0,-10772.0,0.0,0.0,-3063.0,-10772.0,-10772.0,10761.0,10761.0,1178.0,1178.0,-355.0,11939.0,11939.0,16342.0,16341.0,2043.0,2044.0,12339.0,18385.0,18385.0,234.0,234.0,0.0,0.0,0.0,234.0,234.0,25728.0,25727.0,1990.0,1991.0,17658.0,27718.0,27718.0,12644.0,12644.0,1178.0,1178.0,-355.0,13823.0,13823.0,184.12842105263158,184.42842105263156,183.8042105263158,184.14684210526315,1044.0489473684213,0.0,1181.8736842105263,1184.7894736842106,1179.2473684210527,1182.2578947368422,1061.4,10348.5,132.1,2754.2,191.0,6209.8,12153.5,5949.1,12414.6,2247.4,17055.0,26327.5,4442.5,5806.5,44060.0,8508.5,9476.1,6900.2,12052.2,2765.7,9381.2,2949.0,25472.3,20235.2,9780.2,4079.4,12385.6,47328.3,3951.6,21408.8,42527.2,7964.7,12768.9,24754.2,2105.5,32439.4,1323.2,29695.6,26041.6,150312.7,35143.8,40325.7,23918.7,3567.0,59481.8,9266.7,29373.5,6995.7,571201.2,576071.3,150771.0,4870.2,327096.9,98.269,98.696,97.563,99.621,99.111,98.14,14.95,35.125,27.075000000000003,7.0,83948566182000.0,89953708944541.0,85973800000000.0,92352533200000.0,980.64,992.33,425205954506.0,1519.0,1522.0,46174252428.0,207606103752.0,10926637040.0,24945399992.0,1312915789.0,54.26,1.85,2989.87,2970.68,2159375927406.0,60682046017.0,820.0,939.0,14.25,223322464627.0,11753813928.0,13911734997.0,732196579.0,22.96,952768.75,1250895.25,2350634.5,991350.0,7.5,47593.5,124869.0,1171276.25,3829740.25,5001016.5,260573.2,393556.7,76975.4,97884.0,229542.4,571201.2,240989.7,369305.9,11939.0,10761.0,1178.0,1178.0,-355.0,16341.0,234.0,-10772.0,0.020901566733403223
2021-11-01,1.0,0.6,1.4,-0.3,1.1,5.9,3.4,0.2,2.9,1.4,0.5,4.0,13.1,3.8,81.0,96.0,98.0,99.0,97.0,116.0,138.0,97.0,117.0,92.0,102.0,94.0,108.3,-10772.0,-10772.0,0.0,0.0,-3063.0,-10772.0,-10772.0,10761.0,10761.0,1178.0,1178.0,-355.0,11939.0,11939.0,16342.0,16341.0,2043.0,2044.0,12339.0,18385.0,18385.0,234.0,234.0,0.0,0.0,0.0,234.0,234.0,25728.0,25727.0,1990.0,1991.0,17658.0,27718.0,27718.0,12644.0,12644.0,1178.0,1178.0,-355.0,13823.0,13823.0,185.21272727272728,185.50954545454545,184.93454545454546,185.23545454545453,1037.5404545454546,0.0,1183.3681818181817,1186.1272727272726,1181.2545454545457,1184.3045454545454,1061.4,10348.5,132.1,2754.2,191.0,6209.8,12153.5,5949.1,12414.6,2247.4,17055.0,26327.5,4442.5,5806.5,44060.0,8508.5,9476.1,6900.2,12052.2,2765.7,9381.2,2949.0,25472.3,20235.2,9780.2,4079.4,12385.6,47328.3,3951.6,21408.8,42527.2,7964.7,12768.9,24754.2,2105.5,32439.4,1323.2,29695.6,26041.6,150312.7,35143.8,40325.7,23918.7,3567.0,59481.8,9266.7,29373.5,6995.7,571201.2,576071.3,150771.0,4870.2,327096.9,99.31,99.42,99.065,99.699,99.412,99.224,14.666666666666666,35.05,27.083333333333336,7.033333333333333,95203045920000.0,101401115345359.0,97355700000000.0,103967061278000.0,1010.57,965.63,418808272904.0,1528.0,1531.0,46362957167.0,277197308192.0,12599877645.0,26593626760.0,1208801216.0,57.53,1.92,2964.3,2839.01,2095821072303.0,61538260961.0,822.0,941.0,13.77,257791288034.0,11717785820.0,13789073481.0,626776067.0,22.64,980413.8333333333,1263092.1666666667,2390133.0,997614.0,8.0,47210.666666666664,120300.66666666667,1176086.5,3872957.8333333335,5049044.333333333,260573.2,393556.7,76975.4,97884.0,229542.4,571201.2,240989.7,369305.9,11939.0,10761.0,1178.0,1178.0,-355.0,16341.0,234.0,-10772.0,0.020901566733403223
2021-12-01,1.0,0.5,1.4,-1.1,1.1,6.2,3.9,0.3,3.1,2.6,0.9,4.7,9.9,3.7,79.0,88.0,89.0,100.0,97.0,107.0,137.0,96.0,117.0,91.0,103.0,93.0,104.4,-10772.0,-10772.0,0.0,0.0,-3063.0,-10772.0,-10772.0,10761.0,10761.0,1178.0,1178.0,-355.0,11939.0,11939.0,16342.0,16341.0,2043.0,2044.0,12339.0,18385.0,18385.0,234.0,234.0,0.0,0.0,0.0,234.0,234.0,25728.0,25727.0,1990.0,1991.0,17658.0,27718.0,27718.0,12644.0,12644.0,1178.0,1178.0,-355.0,13823.0,13823.0,177.71434782608694,177.94086956521738,177.38608695652175,177.66086956521738,994.4091304347822,0.0,1132.3086956521738,1134.1478260869567,1130.1695652173914,1132.3434782608697,1061.4,10348.5,132.1,2754.2,191.0,6209.8,12153.5,5949.1,12414.6,2247.4,17055.0,26327.5,4442.5,5806.5,44060.0,8508.5,9476.1,6900.2,12052.2,2765.7,9381.2,2949.0,25472.3,20235.2,9780.2,4079.4,12385.6,47328.3,3951.6,21408.8,42527.2,7964.7,12768.9,24754.2,2105.5,32439.4,1323.2,29695.6,26041.6,150312.7,35143.8,40325.7,23918.7,3567.0,59481.8,9266.7,29373.5,6995.7,571201.2,576071.3,150771.0,4870.2,327096.9,99.768,99.787,99.685,99.856,99.721,99.72,14.383333333333333,34.975,27.09166666666667,7.066666666666666,56728456515000.0,63082395961476.0,57275500000000.0,63996035306000.0,1004.65,1033.98,446297029882.0,1532.0,1536.0,46583694959.0,246900887513.0,11222767614.0,25251668092.0,1147803095.0,54.36,1.82,2988.49,2977.65,2203366545862.0,61992915470.0,824.0,943.0,12.72,218230075903.0,9919548905.0,10665615343.0,484800697.0,17.29,1008058.9166666666,1275289.0833333333,2429631.5,1003878.0,8.5,46827.833333333336,115732.33333333334,1180896.75,3916175.4166666665,5097072.166666667,260573.2,393556.7,76975.4,97884.0,229542.4,571201.2,240989.7,369305.9,11939.0,10761.0,1178.0,1178.0,-355.0,16341.0,234.0,-10772.0,0.020901566733403223
2022-01-01,1.25,0.7,1.9,0.4,1.2,5.8,3.4,0.6,3.6,3.5,1.4,5.4,7.3,3.8,76.0,93.0,92.0,99.0,97.0,100.0,139.0,96.0,118.0,91.0,101.0,94.0,105.0,-215.0,-215.0,0.0,0.0,-577.0,-215.0,-215.0,47269.0,47412.0,141.0,-2.0,8960.0,47410.0,47410.0,-160.0,-169.0,4945.0,4954.0,6114.0,4785.0,4785.0,926.0,919.0,905.0,912.0,0.0,1831.0,1831.0,19530.0,19510.0,6259.0,6279.0,5486.0,25789.0,25789.0,48168.0,48311.0,141.0,-2.0,8960.0,48309.0,48309.0,187.977,188.14849999999998,187.6415,187.81,1040.67,0.0,1195.2999999999997,1196.9050000000002,1193.0,1195.0900000000001,1711.1,12021.4,232.7,3922.8,343.5,5811.4,11575.3,5970.4,12152.6,2441.0,17542.0,26245.9,5870.5,5811.3,45406.6,9023.1,9865.0,7311.4,13026.9,2882.7,9879.6,2981.8,25895.2,19319.1,9402.3,4310.5,14416.3,48346.1,4127.5,21722.8,43437.2,7645.1,12840.9,25188.1,-1403.7,32856.8,1762.3,30291.4,25130.3,157620.8,36386.1,40091.9,24080.5,4329.7,59921.5,8460.8,29368.0,4688.4,576699.3,581808.9,158082.3,5109.6,330224.7,100.0,100.0,100.0,100.0,100.0,100.0,14.1,34.9,27.1,7.1,80773294851000.0,86162050337565.0,82346400000000.0,88110093280000.0,954.86,872.87,380260388779.0,1535.0,1539.0,46878714432.0,187364651396.0,9368232570.0,24347280945.0,1217364047.0,52.06,1.92,2865.55,2663.34,2094859102057.0,62179945296.0,822.0,941.0,12.14,225654507004.0,11282725350.0,10925620515.0,546281026.0,17.62,1035704.0,1287486.0,2469130.0,1010142.0,9.0,46445.0,111164.0,1185707.0,3959393.0,5145100.0,258945.7,418941.0,77932.0,99847.9,236520.9,576699.3,260352.1,370278.5,47410.0,47412.0,-2.0,141.0,8960.0,-169.0,919.0,-215.0,0.08220922064583744
2022-02-01,1.25,1.3,2.0,0.4,1.3,3.7,4.0,0.6,3.8,5.0,1.0,6.0,8.4,3.8,75.0,91.0,93.0,100.0,97.0,97.0,139.0,96.0,117.0,90.0,101.0,94.0,103.6,-215.0,-215.0,0.0,0.0,-577.0,-215.0,-215.0,47269.0,47412.0,141.0,-2.0,8960.0,47410.0,47410.0,-160.0,-169.0,4945.0,4954.0,6114.0,4785.0,4785.0,926.0,919.0,905.0,912.0,0.0,1831.0,1831.0,19530.0,19510.0,6259.0,6279.0,5486.0,25789.0,25789.0,48168.0,48311.0,141.0,-2.0,8960.0,48309.0,48309.0,188.81833333333333,189.18055555555554,188.565,188.92222222222222,1039.2222222222224,0.0,1197.7499999999998,1200.6611111111113,1195.7,1198.5222222222221,1711.1,12021.4,232.7,3922.8,343.5,5811.4,11575.3,5970.4,12152.6,2441.0,17542.0,26245.9,5870.5,5811.3,45406.6,9023.1,9865.0,7311.4,13026.9,2882.7,9879.6,2981.8,25895.2,19319.1,9402.3,4310.5,14416.3,48346.1,4127.5,21722.8,43437.2,7645.1,12840.9,25188.1,-1403.7,32856.8,1762.3,30291.4,25130.3,157620.8,36386.1,40091.9,24080.5,4329.7,59921.5,8460.8,29368.0,4688.4,576699.3,581808.9,158082.3,5109.6,330224.7,100.092,100.196,100.163,100.152,100.455,100.207,14.116666666666667,34.61666666666667,27.416666666666668,7.1,77004430520000.0,81965547497663.0,79315400000000.0,84684194416000.0,879.53,881.07,387033875719.0,1545.0,1549.0,46229864811.0,138777788828.0,7709877157.0,19100760026.0,1061153335.0,41.17,1.89,2724.02,2699.18,2120187753791.0,62142399039.0,821.0,940.0,12.32,197103451689.0,10950191761.0,10117938499.0,562107694.0,16.28,1016411.5833333334,1276723.0,2439108.0,1002834.0833333334,8.333333333333334,46866.75,110936.66666666667,1180615.5,3916169.5,5096785.0,258945.7,418941.0,77932.0,99847.9,236520.9,576699.3,260352.1,370278.5,47410.0,47412.0,-2.0,141.0,8960.0,-169.0,919.0,-215.0,0.08220922064583744
